Link_ID,QBER,Signal_Count,Decoy_Count,Attacked_Flag,Key_Loss,Source_Node,Dest_Node
Link_Node_A_Node_C,0.0272,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0189,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0135,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0247,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0149,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0167,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0256,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0292,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.022,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0152,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0147,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0116,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0116,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0173,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0124,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0124,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0224,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0132,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0143,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0109,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0103,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0235,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0177,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.012,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.2007,2673,161,1,0.9894,Node_A,Node_C
Link_Node_B_Node_D,0.0365,4294,752,1,0.2911,Node_B,Node_D
Link_Node_C_Node_D,0.0199,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0251,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0161,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0281,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0264,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0116,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0121,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0155,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0181,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0235,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.011,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0168,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0185,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.022,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0151,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0297,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0154,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0188,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0212,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0104,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0145,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0141,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.02,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.2726,2945,159,1,0.9066,Node_B,Node_D
Link_Node_C_Node_D,0.0269,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0137,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0229,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0276,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0237,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0207,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0292,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0285,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0129,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0126,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0113,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0255,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0113,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0289,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0211,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0149,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0215,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0185,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0195,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0254,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0217,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.022,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0115,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0165,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0151,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0181,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0296,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0157,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.011,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0134,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0275,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0127,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.256,2978,311,1,0.9351,Node_A,Node_B
Link_Node_A_Node_C,0.0118,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0204,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.019,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0148,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0401,5348,945,1,0.121,Node_A,Node_C
Link_Node_B_Node_D,0.0225,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0207,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.2092,2923,172,1,0.8482,Node_A,Node_B
Link_Node_A_Node_C,0.0127,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0132,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0239,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0239,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0112,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0297,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0273,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0105,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0237,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0204,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.029,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0166,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0215,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0285,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0177,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0159,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.1826,2748,229,1,0.9101,Node_A,Node_C
Link_Node_B_Node_D,0.015,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0166,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0125,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0277,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0197,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0468,5438,981,1,0.1772,Node_C,Node_D
Link_Node_A_Node_B,0.0141,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0136,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0125,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0249,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.1768,2836,171,1,0.9399,Node_A,Node_B
Link_Node_A_Node_C,0.0143,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0201,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0183,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0221,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.023,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.024,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0111,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0142,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0164,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0257,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0242,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0118,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0167,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0149,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0296,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0124,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0102,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0133,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0141,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0105,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0524,5890,1002,1,0.1912,Node_A,Node_B
Link_Node_A_Node_C,0.0154,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0236,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.02,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0166,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0254,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0242,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0131,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0286,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0293,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0146,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.068,5228,860,1,0.1999,Node_C,Node_D
Link_Node_A_Node_B,0.0113,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0486,5032,869,1,0.1125,Node_A,Node_C
Link_Node_B_Node_D,0.0294,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0217,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.025,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0141,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0221,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0598,5364,973,1,0.2525,Node_C,Node_D
Link_Node_A_Node_B,0.0293,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.015,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0202,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0251,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.027,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0261,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0196,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.2485,3054,204,1,0.8139,Node_C,Node_D
Link_Node_A_Node_B,0.0187,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0143,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0121,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0201,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0207,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0145,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.207,2890,231,1,0.8671,Node_B,Node_D
Link_Node_C_Node_D,0.0102,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0124,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0191,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0282,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0237,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0143,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0188,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0106,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0277,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0293,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0262,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0264,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0214,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0259,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0298,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0135,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0294,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0212,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0235,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0241,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0223,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0145,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0203,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.023,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0295,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0128,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0214,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0231,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0263,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0137,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0103,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0211,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0201,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0243,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0436,5390,890,1,0.2636,Node_A,Node_C
Link_Node_B_Node_D,0.2626,2829,205,1,0.9734,Node_B,Node_D
Link_Node_C_Node_D,0.0158,6025,1205,0,0.0,Node_C,Node_D
Link_Node_A_Node_B,0.0167,6309,1261,0,0.0,Node_A,Node_B
Link_Node_A_Node_C,0.0146,5754,1150,0,0.0,Node_A,Node_C
Link_Node_B_Node_D,0.0292,5011,1002,0,0.0,Node_B,Node_D
Link_Node_C_Node_D,0.0184,6025,1205,0,0.0,Node_C,Node_D
