Link_ID,QBER,Signal_Count,Decoy_Count,Attacked_Flag,Key_Loss,Source_Node,Dest_Node,Secure_Key_Rate,Key_Rate_Cost
Link_Node_A_Node_C,0.0224,5754,1150,0,0.0,Node_A,Node_C,0.229842,0.009895
Link_Node_B_Node_D,0.0282,5011,1002,0,0.0,Node_B,Node_D,0.180326,0.028471
Link_Node_C_Node_D,0.021,6025,1205,0,0.0,Node_C,Node_D,0.246702,0.004356
Link_Node_A_Node_B,0.0219,6309,1261,0,0.0,Node_A,Node_B,0.254248,0.008616
Link_Node_A_Node_C,0.0139,5754,1150,0,0.0,Node_A,Node_C,0.266417,0.0
Link_Node_B_Node_D,0.0224,5011,1002,0,0.0,Node_B,Node_D,0.20018,0.008618
Link_Node_C_Node_D,0.0234,6025,1205,0,0.0,Node_C,Node_D,0.236467,0.014591
Link_Node_A_Node_B,0.0111,6309,1261,0,0.0,Node_A,Node_B,0.306554,0.0
Link_Node_A_Node_C,0.0289,5754,1150,0,0.0,Node_A,Node_C,0.204391,0.035346
Link_Node_B_Node_D,0.0282,5011,1002,0,0.0,Node_B,Node_D,0.180326,0.028471
Link_Node_C_Node_D,0.0299,6025,1205,0,0.0,Node_C,Node_D,0.210103,0.040955
Link_Node_A_Node_B,0.0293,6309,1261,0,0.0,Node_A,Node_B,0.222453,0.040411
Link_Node_A_Node_C,0.0162,5754,1150,0,0.0,Node_A,Node_C,0.25607,0.0
Link_Node_B_Node_D,0.024,5011,1002,0,0.0,Node_B,Node_D,0.194573,0.014225
Link_Node_C_Node_D,0.0206,6025,1205,0,0.0,Node_C,Node_D,0.248437,0.00262
Link_Node_A_Node_B,0.0113,6309,1261,0,0.0,Node_A,Node_B,0.305498,0.0
Link_Node_A_Node_C,0.0179,5754,1150,0,0.0,Node_A,Node_C,0.248654,0.0
Link_Node_B_Node_D,0.0217,5011,1002,0,0.0,Node_B,Node_D,0.202667,0.006131
Link_Node_C_Node_D,0.0289,6025,1205,0,0.0,Node_C,Node_D,0.214042,0.037015
Link_Node_A_Node_B,0.0222,6309,1261,0,0.0,Node_A,Node_B,0.252906,0.009958
Link_Node_A_Node_C,0.0212,5754,1150,0,0.0,Node_A,Node_C,0.234752,0.004985
Link_Node_B_Node_D,0.0171,5011,1002,0,0.0,Node_B,Node_D,0.219583,0.0
Link_Node_C_Node_D,0.0102,6025,1205,0,0.0,Node_C,Node_D,0.29738,0.0
Link_Node_A_Node_B,0.0488,5377,958,1,0.2162,Node_A,Node_B,0.124306,0.095674
Link_Node_A_Node_C,0.0166,5754,1150,0,0.0,Node_A,Node_C,0.254308,0.0
Link_Node_B_Node_D,0.0186,5011,1002,0,0.0,Node_B,Node_D,0.213951,0.0
Link_Node_C_Node_D,0.0263,6025,1205,0,0.0,Node_C,Node_D,0.224476,0.026582
Link_Node_A_Node_B,0.0251,6309,1261,0,0.0,Node_A,Node_B,0.240178,0.022686
Link_Node_A_Node_C,0.0285,5754,1150,0,0.0,Node_A,Node_C,0.205906,0.033831
Link_Node_B_Node_D,0.0139,5011,1002,0,0.0,Node_B,Node_D,0.232034,0.0
Link_Node_C_Node_D,0.0196,6025,1205,0,0.0,Node_C,Node_D,0.252816,0.0
Link_Node_A_Node_B,0.0118,6309,1261,0,0.0,Node_A,Node_B,0.302873,0.0
Link_Node_A_Node_C,0.0551,5344,975,1,0.1255,Node_A,Node_C,0.105974,0.113449
Link_Node_B_Node_D,0.0159,5011,1002,0,0.0,Node_B,Node_D,0.224179,0.0
Link_Node_C_Node_D,0.0111,6025,1205,0,0.0,Node_C,Node_D,0.292786,0.0
Link_Node_A_Node_B,0.019,6309,1261,0,0.0,Node_A,Node_B,0.267485,0.0
Link_Node_A_Node_C,0.0188,5754,1150,0,0.0,Node_A,Node_C,0.244802,0.0
Link_Node_B_Node_D,0.0268,5011,1002,0,0.0,Node_B,Node_D,0.185004,0.023794
Link_Node_C_Node_D,0.0265,6025,1205,0,0.0,Node_C,Node_D,0.223663,0.027394
Link_Node_A_Node_B,0.02,6309,1261,0,0.0,Node_A,Node_B,0.262864,0.0
Link_Node_A_Node_C,0.2164,2822,181,1,0.9803,Node_A,Node_C,0.0,0.104277
Link_Node_B_Node_D,0.0296,5011,1002,0,0.0,Node_B,Node_D,0.175716,0.033082
Link_Node_C_Node_D,0.0184,6025,1205,0,0.0,Node_C,Node_D,0.258148,0.0
Link_Node_A_Node_B,0.011,6309,1261,0,0.0,Node_A,Node_B,0.307085,0.0
Link_Node_A_Node_C,0.011,5754,1150,0,0.0,Node_A,Node_C,0.280068,0.0
Link_Node_B_Node_D,0.0284,5011,1002,0,0.0,Node_B,Node_D,0.179664,0.029134
Link_Node_C_Node_D,0.0224,6025,1205,0,0.0,Node_C,Node_D,0.240695,0.010363
Link_Node_A_Node_B,0.017,6309,1261,0,0.0,Node_A,Node_B,0.27692,0.0
Link_Node_A_Node_C,0.0156,5754,1150,0,0.0,Node_A,Node_C,0.258732,0.0
Link_Node_B_Node_D,0.0177,5011,1002,0,0.0,Node_B,Node_D,0.217316,0.0
Link_Node_C_Node_D,0.0129,6025,1205,0,0.0,Node_C,Node_D,0.28384,0.0
Link_Node_A_Node_B,0.0125,6309,1261,0,0.0,Node_A,Node_B,0.299242,0.0
Link_Node_A_Node_C,0.0272,5754,1150,0,0.0,Node_A,Node_C,0.210875,0.028863
Link_Node_B_Node_D,0.0189,5011,1002,0,0.0,Node_B,Node_D,0.212838,0.0
Link_Node_C_Node_D,0.0135,6025,1205,0,0.0,Node_C,Node_D,0.280924,0.0
Link_Node_A_Node_B,0.0247,6309,1261,0,0.0,Node_A,Node_B,0.241908,0.020956
Link_Node_A_Node_C,0.0149,5754,1150,0,0.0,Node_A,Node_C,0.261871,0.0
Link_Node_B_Node_D,0.0167,5011,1002,0,0.0,Node_B,Node_D,0.221106,0.0
Link_Node_C_Node_D,0.0256,6025,1205,0,0.0,Node_C,Node_D,0.227335,0.023723
Link_Node_A_Node_B,0.0292,6309,1261,0,0.0,Node_A,Node_B,0.222866,0.039998
Link_Node_A_Node_C,0.022,5754,1150,0,0.0,Node_A,Node_C,0.231471,0.008267
Link_Node_B_Node_D,0.0152,5011,1002,0,0.0,Node_B,Node_D,0.2269,0.0
Link_Node_C_Node_D,0.0147,6025,1205,0,0.0,Node_C,Node_D,0.275182,0.0
Link_Node_A_Node_B,0.0116,6309,1261,0,0.0,Node_A,Node_B,0.30392,0.0
Link_Node_A_Node_C,0.0116,5754,1150,0,0.0,Node_A,Node_C,0.277181,0.0
Link_Node_B_Node_D,0.0173,5011,1002,0,0.0,Node_B,Node_D,0.218825,0.0
Link_Node_C_Node_D,0.0124,6025,1205,0,0.0,Node_C,Node_D,0.286294,0.0
Link_Node_A_Node_B,0.0124,6309,1261,0,0.0,Node_A,Node_B,0.299758,0.0
Link_Node_A_Node_C,0.0224,5754,1150,0,0.0,Node_A,Node_C,0.229842,0.009895
Link_Node_B_Node_D,0.0132,5011,1002,0,0.0,Node_B,Node_D,0.234846,0.0
Link_Node_C_Node_D,0.0143,6025,1205,0,0.0,Node_C,Node_D,0.277083,0.0
Link_Node_A_Node_B,0.0109,6309,1261,0,0.0,Node_A,Node_B,0.307616,0.0
Link_Node_A_Node_C,0.0103,5754,1150,0,0.0,Node_A,Node_C,0.28348,0.0
Link_Node_B_Node_D,0.0235,5011,1002,0,0.0,Node_B,Node_D,0.196314,0.012484
Link_Node_C_Node_D,0.0177,6025,1205,0,0.0,Node_C,Node_D,0.261299,0.0
Link_Node_A_Node_B,0.012,6309,1261,0,0.0,Node_A,Node_B,0.301831,0.0
Link_Node_A_Node_C,0.2007,2673,161,1,0.9894,Node_A,Node_C,0.0,0.098409
Link_Node_B_Node_D,0.0365,4294,752,1,0.2911,Node_B,Node_D,0.129133,0.046087
Link_Node_C_Node_D,0.0199,6025,1205,0,0.0,Node_C,Node_D,0.251496,0.0
Link_Node_A_Node_B,0.0251,6309,1261,0,0.0,Node_A,Node_B,0.240178,0.022686
Link_Node_A_Node_C,0.0161,5754,1150,0,0.0,Node_A,Node_C,0.256512,0.0
Link_Node_B_Node_D,0.0281,5011,1002,0,0.0,Node_B,Node_D,0.180658,0.02814
Link_Node_C_Node_D,0.0264,6025,1205,0,0.0,Node_C,Node_D,0.224069,0.026988
Link_Node_A_Node_B,0.0116,6309,1261,0,0.0,Node_A,Node_B,0.30392,0.0
Link_Node_A_Node_C,0.0121,5754,1150,0,0.0,Node_A,Node_C,0.274802,0.0
Link_Node_B_Node_D,0.0155,5011,1002,0,0.0,Node_B,Node_D,0.22573,0.0
Link_Node_C_Node_D,0.0181,6025,1205,0,0.0,Node_C,Node_D,0.259495,0.0
Link_Node_A_Node_B,0.0235,6309,1261,0,0.0,Node_A,Node_B,0.247147,0.015717
Link_Node_A_Node_C,0.011,5754,1150,0,0.0,Node_A,Node_C,0.280068,0.0
Link_Node_B_Node_D,0.0168,5011,1002,0,0.0,Node_B,Node_D,0.220724,0.0
Link_Node_C_Node_D,0.0185,6025,1205,0,0.0,Node_C,Node_D,0.2577,0.0
Link_Node_A_Node_B,0.022,6309,1261,0,0.0,Node_A,Node_B,0.2538,0.009064
Link_Node_A_Node_C,0.0151,5754,1150,0,0.0,Node_A,Node_C,0.26097,0.0
Link_Node_B_Node_D,0.0297,5011,1002,0,0.0,Node_B,Node_D,0.17539,0.033408
Link_Node_C_Node_D,0.0154,6025,1205,0,0.0,Node_C,Node_D,0.271885,0.0
Link_Node_A_Node_B,0.0188,6309,1261,0,0.0,Node_A,Node_B,0.268417,0.0
Link_Node_A_Node_C,0.0212,5754,1150,0,0.0,Node_A,Node_C,0.234752,0.004985
Link_Node_B_Node_D,0.0104,5011,1002,0,0.0,Node_B,Node_D,0.246468,0.0
Link_Node_C_Node_D,0.0145,6025,1205,0,0.0,Node_C,Node_D,0.276131,0.0
Link_Node_A_Node_B,0.0141,6309,1261,0,0.0,Node_A,Node_B,0.291113,0.0
Link_Node_A_Node_C,0.02,5754,1150,0,0.0,Node_A,Node_C,0.239737,0.0
Link_Node_B_Node_D,0.2726,2945,159,1,0.9066,Node_B,Node_D,0.0,0.107785
Link_Node_C_Node_D,0.0269,6025,1205,0,0.0,Node_C,Node_D,0.222043,0.029015
Link_Node_A_Node_B,0.0137,6309,1261,0,0.0,Node_A,Node_B,0.293124,0.0
Link_Node_A_Node_C,0.0229,5754,1150,0,0.0,Node_A,Node_C,0.227817,0.01192
Link_Node_B_Node_D,0.0276,5011,1002,0,0.0,Node_B,Node_D,0.182323,0.026475
Link_Node_C_Node_D,0.0237,6025,1205,0,0.0,Node_C,Node_D,0.235208,0.01585
Link_Node_A_Node_B,0.0207,6309,1261,0,0.0,Node_A,Node_B,0.259665,0.003199
Link_Node_A_Node_C,0.0292,5754,1150,0,0.0,Node_A,Node_C,0.203259,0.036479
Link_Node_B_Node_D,0.0285,5011,1002,0,0.0,Node_B,Node_D,0.179333,0.029465
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D,0.211281,0.039777
Link_Node_A_Node_B,0.0129,6309,1261,0,0.0,Node_A,Node_B,0.297188,0.0
Link_Node_A_Node_C,0.0126,5754,1150,0,0.0,Node_A,Node_C,0.272445,0.0
Link_Node_B_Node_D,0.0113,5011,1002,0,0.0,Node_B,Node_D,0.242663,0.0
Link_Node_C_Node_D,0.0255,6025,1205,0,0.0,Node_C,Node_D,0.227745,0.023313
Link_Node_A_Node_B,0.0113,6309,1261,0,0.0,Node_A,Node_B,0.305498,0.0
Link_Node_A_Node_C,0.0289,5754,1150,0,0.0,Node_A,Node_C,0.204391,0.035346
Link_Node_B_Node_D,0.0211,5011,1002,0,0.0,Node_B,Node_D,0.204816,0.003982
Link_Node_C_Node_D,0.0149,6025,1205,0,0.0,Node_C,Node_D,0.274236,0.0
Link_Node_A_Node_B,0.0215,6309,1261,0,0.0,Node_A,Node_B,0.256044,0.006819
Link_Node_A_Node_C,0.0185,5754,1150,0,0.0,Node_A,Node_C,0.24608,0.0
Link_Node_B_Node_D,0.0195,5011,1002,0,0.0,Node_B,Node_D,0.210627,0.0
Link_Node_C_Node_D,0.0254,6025,1205,0,0.0,Node_C,Node_D,0.228156,0.022902
Link_Node_A_Node_B,0.0217,6309,1261,0,0.0,Node_A,Node_B,0.255145,0.007719
Link_Node_A_Node_C,0.022,5754,1150,0,0.0,Node_A,Node_C,0.231471,0.008267
Link_Node_B_Node_D,0.0115,5011,1002,0,0.0,Node_B,Node_D,0.241826,0.0
Link_Node_C_Node_D,0.0165,6025,1205,0,0.0,Node_C,Node_D,0.266776,0.0
Link_Node_A_Node_B,0.0151,6309,1261,0,0.0,Node_A,Node_B,0.286145,0.0
Link_Node_A_Node_C,0.0181,5754,1150,0,0.0,Node_A,Node_C,0.247794,0.0
Link_Node_B_Node_D,0.0296,5011,1002,0,0.0,Node_B,Node_D,0.175716,0.033082
Link_Node_C_Node_D,0.0157,6025,1205,0,0.0,Node_C,Node_D,0.270483,0.0
Link_Node_A_Node_B,0.011,6309,1261,0,0.0,Node_A,Node_B,0.307085,0.0
Link_Node_A_Node_C,0.0134,5754,1150,0,0.0,Node_A,Node_C,0.268719,0.0
Link_Node_B_Node_D,0.0275,5011,1002,0,0.0,Node_B,Node_D,0.182656,0.026142
Link_Node_C_Node_D,0.0127,6025,1205,0,0.0,Node_C,Node_D,0.284819,0.0
Link_Node_A_Node_B,0.256,2978,311,1,0.9351,Node_A,Node_B,0.0,0.114209
Link_Node_A_Node_C,0.0118,5754,1150,0,0.0,Node_A,Node_C,0.276227,0.0
Link_Node_B_Node_D,0.0204,5011,1002,0,0.0,Node_B,Node_D,0.207343,0.001455
Link_Node_C_Node_D,0.019,6025,1205,0,0.0,Node_C,Node_D,0.255471,0.0
Link_Node_A_Node_B,0.0148,6309,1261,0,0.0,Node_A,Node_B,0.287627,0.0
Link_Node_A_Node_C,0.0401,5348,945,1,0.121,Node_A,Node_C,0.149666,0.068855
Link_Node_B_Node_D,0.0225,5011,1002,0,0.0,Node_B,Node_D,0.199826,0.008972
Link_Node_C_Node_D,0.0207,6025,1205,0,0.0,Node_C,Node_D,0.248003,0.003055
Link_Node_A_Node_B,0.2092,2923,172,1,0.8482,Node_A,Node_B,0.0,0.107472
Link_Node_A_Node_C,0.0127,5754,1150,0,0.0,Node_A,Node_C,0.271977,0.0
Link_Node_B_Node_D,0.0132,5011,1002,0,0.0,Node_B,Node_D,0.234846,0.0
Link_Node_C_Node_D,0.0239,6025,1205,0,0.0,Node_C,Node_D,0.234371,0.016687
Link_Node_A_Node_B,0.0239,6309,1261,0,0.0,Node_A,Node_B,0.245393,0.017471
Link_Node_A_Node_C,0.0112,5754,1150,0,0.0,Node_A,Node_C,0.279102,0.0
Link_Node_B_Node_D,0.0297,5011,1002,0,0.0,Node_B,Node_D,0.17539,0.033408
Link_Node_C_Node_D,0.0273,6025,1205,0,0.0,Node_C,Node_D,0.220429,0.030628
Link_Node_A_Node_B,0.0105,6309,1261,0,0.0,Node_A,Node_B,0.309751,0.0
Link_Node_A_Node_C,0.0237,5754,1150,0,0.0,Node_A,Node_C,0.224602,0.015135
Link_Node_B_Node_D,0.0204,5011,1002,0,0.0,Node_B,Node_D,0.207343,0.001455
Link_Node_C_Node_D,0.029,6025,1205,0,0.0,Node_C,Node_D,0.213647,0.037411
Link_Node_A_Node_B,0.0166,6309,1261,0,0.0,Node_A,Node_B,0.27884,0.0
Link_Node_A_Node_C,0.0215,5754,1150,0,0.0,Node_A,Node_C,0.233518,0.006219
Link_Node_B_Node_D,0.0285,5011,1002,0,0.0,Node_B,Node_D,0.179333,0.029465
Link_Node_C_Node_D,0.0177,6025,1205,0,0.0,Node_C,Node_D,0.261299,0.0
Link_Node_A_Node_B,0.0159,6309,1261,0,0.0,Node_A,Node_B,0.282228,0.0
Link_Node_A_Node_C,0.1826,2748,229,1,0.9101,Node_A,Node_C,0.0,0.103375
Link_Node_B_Node_D,0.015,5011,1002,0,0.0,Node_B,Node_D,0.227683,0.0
Link_Node_C_Node_D,0.0166,6025,1205,0,0.0,Node_C,Node_D,0.266316,0.0
Link_Node_A_Node_B,0.0125,6309,1261,0,0.0,Node_A,Node_B,0.299242,0.0
Link_Node_A_Node_C,0.0277,5754,1150,0,0.0,Node_A,Node_C,0.208956,0.030781
Link_Node_B_Node_D,0.0197,5011,1002,0,0.0,Node_B,Node_D,0.209894,0.0
Link_Node_C_Node_D,0.0468,5438,981,1,0.1772,Node_C,Node_D,0.131938,0.090958
Link_Node_A_Node_B,0.0141,6309,1261,0,0.0,Node_A,Node_B,0.291113,0.0
Link_Node_A_Node_C,0.0136,5754,1150,0,0.0,Node_A,Node_C,0.267796,0.0
Link_Node_B_Node_D,0.0125,5011,1002,0,0.0,Node_B,Node_D,0.237694,0.0
Link_Node_C_Node_D,0.0249,6025,1205,0,0.0,Node_C,Node_D,0.230216,0.020842
Link_Node_A_Node_B,0.1768,2836,171,1,0.9399,Node_A,Node_B,0.0,0.104416
Link_Node_A_Node_C,0.0143,5754,1150,0,0.0,Node_A,Node_C,0.264589,0.0
Link_Node_B_Node_D,0.0201,5011,1002,0,0.0,Node_B,Node_D,0.208434,0.000364
Link_Node_C_Node_D,0.0296,6025,1205,0,0.0,Node_C,Node_D,0.211281,0.039777
Link_Node_A_Node_B,0.0183,6309,1261,0,0.0,Node_A,Node_B,0.270757,0.0
Link_Node_A_Node_C,0.0221,5754,1150,0,0.0,Node_A,Node_C,0.231063,0.008675
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D,0.217692,0.0
Link_Node_C_Node_D,0.023,6025,1205,0,0.0,Node_C,Node_D,0.238152,0.012906
Link_Node_A_Node_B,0.024,6309,1261,0,0.0,Node_A,Node_B,0.244955,0.017909
Link_Node_A_Node_C,0.0111,5754,1150,0,0.0,Node_A,Node_C,0.279584,0.0
Link_Node_B_Node_D,0.0176,5011,1002,0,0.0,Node_B,Node_D,0.217692,0.0
Link_Node_C_Node_D,0.0142,6025,1205,0,0.0,Node_C,Node_D,0.27756,0.0
Link_Node_A_Node_B,0.0164,6309,1261,0,0.0,Node_A,Node_B,0.279804,0.0
Link_Node_A_Node_C,0.0257,5754,1150,0,0.0,Node_A,Node_C,0.216693,0.023044
Link_Node_B_Node_D,0.0242,5011,1002,0,0.0,Node_B,Node_D,0.193879,0.014919
Link_Node_C_Node_D,0.0118,6025,1205,0,0.0,Node_C,Node_D,0.28927,0.0
Link_Node_A_Node_B,0.0167,6309,1261,0,0.0,Node_A,Node_B,0.278359,0.0
Link_Node_A_Node_C,0.0149,5754,1150,0,0.0,Node_A,Node_C,0.261871,0.0
Link_Node_B_Node_D,0.0296,5011,1002,0,0.0,Node_B,Node_D,0.175716,0.033082
Link_Node_C_Node_D,0.0124,6025,1205,0,0.0,Node_C,Node_D,0.286294,0.0
Link_Node_A_Node_B,0.0102,6309,1261,0,0.0,Node_A,Node_B,0.311365,0.0
Link_Node_A_Node_C,0.0133,5754,1150,0,0.0,Node_A,Node_C,0.269182,0.0
Link_Node_B_Node_D,0.0141,5011,1002,0,0.0,Node_B,Node_D,0.231237,0.0
Link_Node_C_Node_D,0.0105,6025,1205,0,0.0,Node_C,Node_D,0.295839,0.0
Link_Node_A_Node_B,0.0524,5890,1002,1,0.1912,Node_A,Node_B,0.1239,0.115421
Link_Node_A_Node_C,0.0154,5754,1150,0,0.0,Node_A,Node_C,0.259625,0.0
Link_Node_B_Node_D,0.0236,5011,1002,0,0.0,Node_B,Node_D,0.195965,0.012833
Link_Node_C_Node_D,0.02,6025,1205,0,0.0,Node_C,Node_D,0.251058,0.0
Link_Node_A_Node_B,0.0166,6309,1261,0,0.0,Node_A,Node_B,0.27884,0.0
Link_Node_A_Node_C,0.0254,5754,1150,0,0.0,Node_A,Node_C,0.217868,0.021869
Link_Node_B_Node_D,0.0242,5011,1002,0,0.0,Node_B,Node_D,0.193879,0.014919
Link_Node_C_Node_D,0.0131,6025,1205,0,0.0,Node_C,Node_D,0.282865,0.0
