graph_id,qber,signal_count,decoy_count,is_attacked,key_loss
22,0.205,2467,254,1,0.8381
22,0.0189,6025,1205,0,0.0
23,0.0297,6309,1261,0,0.0
23,0.0161,5754,1150,0,0.0
23,0.0204,5011,1002,0,0.0
23,0.0158,6025,1205,0,0.0
24,0.0262,6309,1261,0,0.0
24,0.0146,5754,1150,0,0.0
24,0.0279,5011,1002,0,0.0
24,0.0187,6025,1205,0,0.0
25,0.1869,2571,142,1,0.8204
25,0.0221,5754,1150,0,0.0
25,0.0169,5011,1002,0,0.0
25,0.0144,6025,1205,0,0.0
26,0.0137,6309,1261,0,0.0
26,0.0214,5754,1150,0,0.0
26,0.0211,5011,1002,0,0.0
26,0.0271,6025,1205,0,0.0
27,0.0252,6309,1261,0,0.0
27,0.0252,5754,1150,0,0.0
27,0.0246,5011,1002,0,0.0
27,0.0268,6025,1205,0,0.0
28,0.0171,6309,1261,0,0.0
28,0.0259,5754,1150,0,0.0
28,0.0144,5011,1002,0,0.0
28,0.0257,6025,1205,0,0.0
29,0.0106,6309,1261,0,0.0
29,0.0213,5754,1150,0,0.0
29,0.0226,5011,1002,0,0.0
29,0.0113,6025,1205,0,0.0
30,0.0241,6309,1261,0,0.0
30,0.0185,5754,1150,0,0.0
30,0.0218,5011,1002,0,0.0
30,0.2534,2637,145,1,0.9161
31,0.025,6309,1261,0,0.0
31,0.0102,5754,1150,0,0.0
31,0.0101,5011,1002,0,0.0
31,0.0206,6025,1205,0,0.0
32,0.0159,6309,1261,0,0.0
32,0.018,5754,1150,0,0.0
32,0.0132,5011,1002,0,0.0
32,0.0194,6025,1205,0,0.0
33,0.0137,6309,1261,0,0.0
33,0.0195,5754,1150,0,0.0
33,0.0294,5011,1002,0,0.0
33,0.0238,6025,1205,0,0.0
34,0.0158,6309,1261,0,0.0
34,0.0155,5754,1150,0,0.0
34,0.2461,2230,293,1,0.8252
34,0.0203,6025,1205,0,0.0
35,0.028,6309,1261,0,0.0
35,0.0192,5754,1150,0,0.0
35,0.0152,5011,1002,0,0.0
35,0.0293,6025,1205,0,0.0
36,0.0282,6309,1261,0,0.0
36,0.0158,5754,1150,0,0.0
36,0.0137,5011,1002,0,0.0
36,0.0119,6025,1205,0,0.0
37,0.0189,6309,1261,0,0.0
37,0.0228,5754,1150,0,0.0
37,0.0139,5011,1002,0,0.0
37,0.0123,6025,1205,0,0.0
38,0.0228,6309,1261,0,0.0
38,0.025,5754,1150,0,0.0
38,0.0155,5011,1002,0,0.0
38,0.0103,6025,1205,0,0.0
39,0.0114,6309,1261,0,0.0
39,0.0105,5754,1150,0,0.0
39,0.0137,5011,1002,0,0.0
39,0.2536,3477,358,1,0.9816
40,0.0179,6309,1261,0,0.0
40,0.028,5754,1150,0,0.0
40,0.0197,5011,1002,0,0.0
40,0.0188,6025,1205,0,0.0
41,0.1803,2765,251,1,0.9706
41,0.0226,5754,1150,0,0.0
41,0.0278,5011,1002,0,0.0
41,0.0188,6025,1205,0,0.0
42,0.0171,6309,1261,0,0.0
42,0.0258,5754,1150,0,0.0
42,0.0276,5011,1002,0,0.0
42,0.0102,6025,1205,0,0.0
43,0.0121,6309,1261,0,0.0
43,0.0209,5754,1150,0,0.0
43,0.0138,5011,1002,0,0.0
43,0.0157,6025,1205,0,0.0
44,0.0101,6309,1261,0,0.0
44,0.0155,5754,1150,0,0.0
44,0.0119,5011,1002,0,0.0
44,0.0284,6025,1205,0,0.0
45,0.195,3292,365,1,0.8436
45,0.2683,3121,184,1,0.8942
45,0.0163,5011,1002,0,0.0
45,0.0297,6025,1205,0,0.0
46,0.0188,6309,1261,0,0.0
46,0.0141,5754,1150,0,0.0
46,0.0229,5011,1002,0,0.0
46,0.0248,6025,1205,0,0.0
47,0.0276,6309,1261,0,0.0
47,0.0166,5754,1150,0,0.0
47,0.0232,5011,1002,0,0.0
47,0.0265,6025,1205,0,0.0
48,0.0115,6309,1261,0,0.0
48,0.0117,5754,1150,0,0.0
48,0.0195,5011,1002,0,0.0
48,0.0192,6025,1205,0,0.0
49,0.0206,6309,1261,0,0.0
49,0.0104,5754,1150,0,0.0
49,0.0229,5011,1002,0,0.0
49,0.0248,6025,1205,0,0.0
50,0.0182,6309,1261,0,0.0
50,0.0185,5754,1150,0,0.0
50,0.0265,5011,1002,0,0.0
50,0.0224,6025,1205,0,0.0
51,0.0162,6309,1261,0,0.0
51,0.0144,5754,1150,0,0.0
51,0.0163,5011,1002,0,0.0
51,0.0276,6025,1205,0,0.0
52,0.0249,6309,1261,0,0.0
52,0.029,5754,1150,0,0.0
52,0.0172,5011,1002,0,0.0
52,0.0116,6025,1205,0,0.0
53,0.0213,6309,1261,0,0.0
53,0.0254,5754,1150,0,0.0
53,0.0127,5011,1002,0,0.0
53,0.0297,6025,1205,0,0.0
54,0.0124,6309,1261,0,0.0
54,0.0232,5754,1150,0,0.0
54,0.012,5011,1002,0,0.0
54,0.019,6025,1205,0,0.0
55,0.014,6309,1261,0,0.0
55,0.0122,5754,1150,0,0.0
55,0.0137,5011,1002,0,0.0
55,0.0182,6025,1205,0,0.0
56,0.0106,6309,1261,0,0.0
56,0.0121,5754,1150,0,0.0
56,0.0295,5011,1002,0,0.0
56,0.2527,2889,128,1,0.9239
57,0.016,6309,1261,0,0.0
57,0.0193,5754,1150,0,0.0
57,0.0228,5011,1002,0,0.0
57,0.0196,6025,1205,0,0.0
58,0.0272,6309,1261,0,0.0
58,0.0199,5754,1150,0,0.0
58,0.0138,5011,1002,0,0.0
58,0.0234,6025,1205,0,0.0
59,0.014,6309,1261,0,0.0
59,0.0179,5754,1150,0,0.0
59,0.018,5011,1002,0,0.0
59,0.015,6025,1205,0,0.0
60,0.0223,6309,1261,0,0.0
60,0.0113,5754,1150,0,0.0
60,0.012,5011,1002,0,0.0
60,0.0296,6025,1205,0,0.0
61,0.0278,6309,1261,0,0.0
61,0.0217,5754,1150,0,0.0
61,0.0239,5011,1002,0,0.0
61,0.0136,6025,1205,0,0.0
62,0.0239,6309,1261,0,0.0
62,0.0266,5754,1150,0,0.0
62,0.192,2625,205,1,0.8306
62,0.0145,6025,1205,0,0.0
63,0.0109,6309,1261,0,0.0
63,0.0282,5754,1150,0,0.0
63,0.0287,5011,1002,0,0.0
63,0.0253,6025,1205,0,0.0
64,0.029,6309,1261,0,0.0
64,0.026,5754,1150,0,0.0
64,0.0192,5011,1002,0,0.0
64,0.0211,6025,1205,0,0.0
65,0.018,6309,1261,0,0.0
65,0.0118,5754,1150,0,0.0
65,0.0213,5011,1002,0,0.0
65,0.0205,6025,1205,0,0.0
66,0.0251,6309,1261,0,0.0
66,0.0143,5754,1150,0,0.0
66,0.2146,2299,114,1,0.8313
66,0.0296,6025,1205,0,0.0
67,0.012,6309,1261,0,0.0
67,0.0205,5754,1150,0,0.0
67,0.0144,5011,1002,0,0.0
67,0.0229,6025,1205,0,0.0
68,0.0177,6309,1261,0,0.0
68,0.0293,5754,1150,0,0.0
68,0.0247,5011,1002,0,0.0
68,0.0126,6025,1205,0,0.0
69,0.01,6309,1261,0,0.0
69,0.0273,5754,1150,0,0.0
69,0.0147,5011,1002,0,0.0
69,0.0226,6025,1205,0,0.0
70,0.0104,6309,1261,0,0.0
70,0.0217,5754,1150,0,0.0
70,0.021,5011,1002,0,0.0
70,0.0242,6025,1205,0,0.0
71,0.0294,6309,1261,0,0.0
71,0.0145,5754,1150,0,0.0
71,0.0123,5011,1002,0,0.0
71,0.0283,6025,1205,0,0.0
72,0.0106,6309,1261,0,0.0
72,0.013,5754,1150,0,0.0
72,0.0269,5011,1002,0,0.0
72,0.011,6025,1205,0,0.0
73,0.014,6309,1261,0,0.0
73,0.0178,5754,1150,0,0.0
73,0.0196,5011,1002,0,0.0
73,0.01,6025,1205,0,0.0
74,0.0184,6309,1261,0,0.0
74,0.0291,5754,1150,0,0.0
74,0.0177,5011,1002,0,0.0
74,0.0165,6025,1205,0,0.0
75,0.0221,6309,1261,0,0.0
75,0.0272,5754,1150,0,0.0
75,0.0125,5011,1002,0,0.0
75,0.0275,6025,1205,0,0.0
76,0.0213,6309,1261,0,0.0
76,0.0298,5754,1150,0,0.0
76,0.0137,5011,1002,0,0.0
76,0.0116,6025,1205,0,0.0
77,0.026,6309,1261,0,0.0
77,0.0188,5754,1150,0,0.0
77,0.0126,5011,1002,0,0.0
77,0.0185,6025,1205,0,0.0
78,0.019,6309,1261,0,0.0
78,0.0195,5754,1150,0,0.0
78,0.0201,5011,1002,0,0.0
78,0.024,6025,1205,0,0.0
79,0.0139,6309,1261,0,0.0
79,0.0244,5754,1150,0,0.0
79,0.0232,5011,1002,0,0.0
79,0.0208,6025,1205,0,0.0
80,0.0164,6309,1261,0,0.0
80,0.0184,5754,1150,0,0.0
80,0.0251,5011,1002,0,0.0
80,0.0171,6025,1205,0,0.0
81,0.01,6309,1261,0,0.0
81,0.2186,2903,339,1,0.8675
81,0.0199,5011,1002,0,0.0
81,0.0109,6025,1205,0,0.0
82,0.0195,6309,1261,0,0.0
82,0.0204,5754,1150,0,0.0
82,0.0111,5011,1002,0,0.0
82,0.2695,3576,187,1,0.978
83,0.0137,6309,1261,0,0.0
83,0.0197,5754,1150,0,0.0
83,0.0151,5011,1002,0,0.0
83,0.0212,6025,1205,0,0.0
84,0.0204,6309,1261,0,0.0
84,0.0132,5754,1150,0,0.0
84,0.0285,5011,1002,0,0.0
84,0.028,6025,1205,0,0.0
85,0.0105,6309,1261,0,0.0
85,0.0145,5754,1150,0,0.0
85,0.0222,5011,1002,0,0.0
85,0.0288,6025,1205,0,0.0
86,0.0108,6309,1261,0,0.0
86,0.0204,5754,1150,0,0.0
86,0.0193,5011,1002,0,0.0
86,0.0287,6025,1205,0,0.0
87,0.0285,6309,1261,0,0.0
87,0.0102,5754,1150,0,0.0
87,0.0173,5011,1002,0,0.0
87,0.0213,6025,1205,0,0.0
88,0.0139,6309,1261,0,0.0
88,0.0129,5754,1150,0,0.0
88,0.0271,5011,1002,0,0.0
88,0.0282,6025,1205,0,0.0
89,0.0261,6309,1261,0,0.0
89,0.028,5754,1150,0,0.0
89,0.0205,5011,1002,0,0.0
89,0.0126,6025,1205,0,0.0
90,0.0253,6309,1261,0,0.0
90,0.0289,5754,1150,0,0.0
90,0.017,5011,1002,0,0.0
90,0.017,6025,1205,0,0.0
91,0.0268,6309,1261,0,0.0
91,0.2625,3108,238,1,0.8891
91,0.0296,5011,1002,0,0.0
91,0.0299,6025,1205,0,0.0
92,0.0161,6309,1261,0,0.0
92,0.0176,5754,1150,0,0.0
92,0.015,5011,1002,0,0.0
92,0.2072,2412,139,1,0.9324
93,0.0195,6309,1261,0,0.0
93,0.021,5754,1150,0,0.0
93,0.0186,5011,1002,0,0.0
93,0.0213,6025,1205,0,0.0
94,0.0116,6309,1261,0,0.0
94,0.0244,5754,1150,0,0.0
94,0.0168,5011,1002,0,0.0
94,0.0247,6025,1205,0,0.0
95,0.0247,6309,1261,0,0.0
95,0.0165,5754,1150,0,0.0
95,0.0236,5011,1002,0,0.0
95,0.0226,6025,1205,0,0.0
96,0.0128,6309,1261,0,0.0
96,0.0213,5754,1150,0,0.0
96,0.0235,5011,1002,0,0.0
96,0.0144,6025,1205,0,0.0
97,0.0247,6309,1261,0,0.0
97,0.0285,5754,1150,0,0.0
97,0.0244,5011,1002,0,0.0
97,0.0278,6025,1205,0,0.0
98,0.0178,6309,1261,0,0.0
98,0.0123,5754,1150,0,0.0
98,0.0136,5011,1002,0,0.0
98,0.0178,6025,1205,0,0.0
99,0.0279,6309,1261,0,0.0
99,0.0157,5754,1150,0,0.0
99,0.0128,5011,1002,0,0.0
99,0.0286,6025,1205,0,0.0
100,0.0287,6309,1261,0,0.0
100,0.2531,3149,153,1,0.9749
100,0.0222,5011,1002,0,0.0
100,0.0135,6025,1205,0,0.0
101,0.0123,6309,1261,0,0.0
101,0.0153,5754,1150,0,0.0
101,0.0206,5011,1002,0,0.0
101,0.0193,6025,1205,0,0.0
102,0.0177,6309,1261,0,0.0
102,0.0248,5754,1150,0,0.0
102,0.0221,5011,1002,0,0.0
102,0.0163,6025,1205,0,0.0
103,0.0188,6309,1261,0,0.0
103,0.0124,5754,1150,0,0.0
103,0.0169,5011,1002,0,0.0
103,0.0252,6025,1205,0,0.0
104,0.0222,6309,1261,0,0.0
104,0.0169,5754,1150,0,0.0
104,0.0147,5011,1002,0,0.0
104,0.0122,6025,1205,0,0.0
105,0.0287,6309,1261,0,0.0
105,0.012,5754,1150,0,0.0
105,0.0204,5011,1002,0,0.0
105,0.0228,6025,1205,0,0.0
106,0.0106,6309,1261,0,0.0
106,0.0246,5754,1150,0,0.0
106,0.0275,5011,1002,0,0.0
106,0.018,6025,1205,0,0.0
107,0.0156,6309,1261,0,0.0
107,0.0197,5754,1150,0,0.0
107,0.0198,5011,1002,0,0.0
107,0.2109,2891,120,1,0.8742
108,0.0206,6309,1261,0,0.0
108,0.0265,5754,1150,0,0.0
108,0.0141,5011,1002,0,0.0
108,0.0102,6025,1205,0,0.0
109,0.0269,6309,1261,0,0.0
109,0.2478,2314,132,1,0.8023
109,0.0236,5011,1002,0,0.0
109,0.0294,6025,1205,0,0.0
110,0.0252,6309,1261,0,0.0
110,0.028,5754,1150,0,0.0
110,0.0192,5011,1002,0,0.0
110,0.0222,6025,1205,0,0.0
111,0.0148,6309,1261,0,0.0
111,0.0224,5754,1150,0,0.0
111,0.0245,5011,1002,0,0.0
111,0.0283,6025,1205,0,0.0
112,0.0291,6309,1261,0,0.0
112,0.0116,5754,1150,0,0.0
112,0.0116,5011,1002,0,0.0
112,0.0271,6025,1205,0,0.0
113,0.02,6309,1261,0,0.0
113,0.0279,5754,1150,0,0.0
113,0.0154,5011,1002,0,0.0
113,0.0152,6025,1205,0,0.0
114,0.0283,6309,1261,0,0.0
114,0.0149,5754,1150,0,0.0
114,0.0241,5011,1002,0,0.0
114,0.0238,6025,1205,0,0.0
115,0.0101,6309,1261,0,0.0
115,0.0281,5754,1150,0,0.0
115,0.025,5011,1002,0,0.0
115,0.03,6025,1205,0,0.0
116,0.0204,6309,1261,0,0.0
116,0.0187,5754,1150,0,0.0
116,0.0173,5011,1002,0,0.0
116,0.0131,6025,1205,0,0.0
117,0.0228,6309,1261,0,0.0
117,0.027,5754,1150,0,0.0
117,0.0142,5011,1002,0,0.0
117,0.2201,2843,304,1,0.9027
118,0.0147,6309,1261,0,0.0
118,0.0137,5754,1150,0,0.0
118,0.0241,5011,1002,0,0.0
118,0.0125,6025,1205,0,0.0
119,0.0246,6309,1261,0,0.0
119,0.0101,5754,1150,0,0.0
119,0.0149,5011,1002,0,0.0
119,0.0189,6025,1205,0,0.0
120,0.0296,6309,1261,0,0.0
120,0.021,5754,1150,0,0.0
120,0.0165,5011,1002,0,0.0
120,0.0153,6025,1205,0,0.0
121,0.0217,6309,1261,0,0.0
121,0.01,5754,1150,0,0.0
121,0.0235,5011,1002,0,0.0
121,0.0168,6025,1205,0,0.0
122,0.0243,6309,1261,0,0.0
122,0.0111,5754,1150,0,0.0
122,0.0179,5011,1002,0,0.0
122,0.023,6025,1205,0,0.0
123,0.0196,6309,1261,0,0.0
123,0.0148,5754,1150,0,0.0
123,0.2308,2316,235,1,0.8163
123,0.0103,6025,1205,0,0.0
124,0.1881,3506,342,1,0.8663
124,0.014,5754,1150,0,0.0
124,0.0163,5011,1002,0,0.0
124,0.022,6025,1205,0,0.0
125,0.0296,6309,1261,0,0.0
125,0.0197,5754,1150,0,0.0
125,0.023,5011,1002,0,0.0
125,0.0209,6025,1205,0,0.0
126,0.0196,6309,1261,0,0.0
126,0.0124,5754,1150,0,0.0
126,0.0287,5011,1002,0,0.0
126,0.0135,6025,1205,0,0.0
127,0.2698,3607,374,1,0.8224
127,0.023,5754,1150,0,0.0
127,0.0183,5011,1002,0,0.0
127,0.0148,6025,1205,0,0.0
128,0.0189,6309,1261,0,0.0
128,0.0181,5754,1150,0,0.0
128,0.0235,5011,1002,0,0.0
128,0.015,6025,1205,0,0.0
129,0.0258,6309,1261,0,0.0
129,0.0251,5754,1150,0,0.0
129,0.0141,5011,1002,0,0.0
129,0.0259,6025,1205,0,0.0
130,0.0196,6309,1261,0,0.0
130,0.0185,5754,1150,0,0.0
130,0.0213,5011,1002,0,0.0
130,0.0216,6025,1205,0,0.0
131,0.0267,6309,1261,0,0.0
131,0.0252,5754,1150,0,0.0
131,0.0183,5011,1002,0,0.0
131,0.0212,6025,1205,0,0.0
132,0.0102,6309,1261,0,0.0
132,0.0146,5754,1150,0,0.0
132,0.0126,5011,1002,0,0.0
132,0.0149,6025,1205,0,0.0
133,0.0231,6309,1261,0,0.0
133,0.0203,5754,1150,0,0.0
133,0.0263,5011,1002,0,0.0
133,0.0152,6025,1205,0,0.0
134,0.0217,6309,1261,0,0.0
134,0.0169,5754,1150,0,0.0
134,0.0237,5011,1002,0,0.0
134,0.0106,6025,1205,0,0.0
135,0.0179,6309,1261,0,0.0
135,0.0254,5754,1150,0,0.0
135,0.0126,5011,1002,0,0.0
135,0.0296,6025,1205,0,0.0
136,0.0243,6309,1261,0,0.0
136,0.2491,2782,136,1,0.9783
136,0.0189,5011,1002,0,0.0
136,0.0159,6025,1205,0,0.0
137,0.0137,6309,1261,0,0.0
137,0.0112,5754,1150,0,0.0
137,0.0229,5011,1002,0,0.0
137,0.0111,6025,1205,0,0.0
138,0.0144,6309,1261,0,0.0
138,0.0163,5754,1150,0,0.0
138,0.0156,5011,1002,0,0.0
138,0.019,6025,1205,0,0.0
139,0.0191,6309,1261,0,0.0
139,0.0272,5754,1150,0,0.0
139,0.0141,5011,1002,0,0.0
139,0.0239,6025,1205,0,0.0
140,0.0171,6309,1261,0,0.0
140,0.0242,5754,1150,0,0.0
140,0.0215,5011,1002,0,0.0
140,0.0142,6025,1205,0,0.0
141,0.0131,6309,1261,0,0.0
141,0.0142,5754,1150,0,0.0
141,0.2354,2579,131,1,0.8529
141,0.0186,6025,1205,0,0.0
142,0.0185,6309,1261,0,0.0
142,0.0118,5754,1150,0,0.0
142,0.0112,5011,1002,0,0.0
142,0.0268,6025,1205,0,0.0
143,0.025,6309,1261,0,0.0
143,0.0291,5754,1150,0,0.0
143,0.0176,5011,1002,0,0.0
143,0.0149,6025,1205,0,0.0
144,0.0212,6309,1261,0,0.0
144,0.0133,5754,1150,0,0.0
144,0.2098,2699,216,1,0.857
144,0.0183,6025,1205,0,0.0
145,0.0283,6309,1261,0,0.0
145,0.0236,5754,1150,0,0.0
145,0.0295,5011,1002,0,0.0
145,0.0269,6025,1205,0,0.0
146,0.0285,6309,1261,0,0.0
146,0.0134,5754,1150,0,0.0
146,0.0281,5011,1002,0,0.0
146,0.0119,6025,1205,0,0.0
147,0.0113,6309,1261,0,0.0
147,0.0162,5754,1150,0,0.0
147,0.0163,5011,1002,0,0.0
147,0.0175,6025,1205,0,0.0
148,0.0176,6309,1261,0,0.0
148,0.0281,5754,1150,0,0.0
148,0.0232,5011,1002,0,0.0
148,0.013,6025,1205,0,0.0
149,0.0117,6309,1261,0,0.0
149,0.0294,5754,1150,0,0.0
149,0.0262,5011,1002,0,0.0
149,0.0199,6025,1205,0,0.0
150,0.0208,6309,1261,0,0.0
150,0.024,5754,1150,0,0.0
150,0.0269,5011,1002,0,0.0
150,0.0101,6025,1205,0,0.0
151,0.012,6309,1261,0,0.0
151,0.025,5754,1150,0,0.0
151,0.0166,5011,1002,0,0.0
151,0.019,6025,1205,0,0.0
152,0.01,6309,1261,0,0.0
152,0.027,5754,1150,0,0.0
152,0.0102,5011,1002,0,0.0
152,0.0101,6025,1205,0,0.0
153,0.0158,6309,1261,0,0.0
153,0.0236,5754,1150,0,0.0
153,0.0131,5011,1002,0,0.0
153,0.0247,6025,1205,0,0.0
154,0.02,6309,1261,0,0.0
154,0.0291,5754,1150,0,0.0
154,0.018,5011,1002,0,0.0
154,0.0133,6025,1205,0,0.0
155,0.0286,6309,1261,0,0.0
155,0.0242,5754,1150,0,0.0
155,0.0158,5011,1002,0,0.0
155,0.024,6025,1205,0,0.0
156,0.0104,6309,1261,0,0.0
156,0.0184,5754,1150,0,0.0
156,0.0115,5011,1002,0,0.0
156,0.0244,6025,1205,0,0.0
157,0.0172,6309,1261,0,0.0
157,0.0149,5754,1150,0,0.0
157,0.013,5011,1002,0,0.0
157,0.0187,6025,1205,0,0.0
158,0.0187,6309,1261,0,0.0
158,0.0279,5754,1150,0,0.0
158,0.0267,5011,1002,0,0.0
158,0.0246,6025,1205,0,0.0
159,0.0237,6309,1261,0,0.0
159,0.0182,5754,1150,0,0.0
159,0.0129,5011,1002,0,0.0
159,0.0109,6025,1205,0,0.0
160,0.0251,6309,1261,0,0.0
160,0.0151,5754,1150,0,0.0
160,0.0169,5011,1002,0,0.0
160,0.0102,6025,1205,0,0.0
161,0.0297,6309,1261,0,0.0
161,0.0199,5754,1150,0,0.0
161,0.0125,5011,1002,0,0.0
161,0.0186,6025,1205,0,0.0
162,0.0166,6309,1261,0,0.0
162,0.0137,5754,1150,0,0.0
162,0.0294,5011,1002,0,0.0
162,0.017,6025,1205,0,0.0
163,0.0227,6309,1261,0,0.0
163,0.0206,5754,1150,0,0.0
163,0.0209,5011,1002,0,0.0
163,0.0105,6025,1205,0,0.0
164,0.0276,6309,1261,0,0.0
164,0.0276,5754,1150,0,0.0
164,0.0223,5011,1002,0,0.0
164,0.03,6025,1205,0,0.0
165,0.2064,2608,176,1,0.8745
165,0.013,5754,1150,0,0.0
165,0.0211,5011,1002,0,0.0
165,0.0143,6025,1205,0,0.0
166,0.0226,6309,1261,0,0.0
166,0.0179,5754,1150,0,0.0
166,0.0217,5011,1002,0,0.0
166,0.0192,6025,1205,0,0.0
167,0.0265,6309,1261,0,0.0
167,0.0205,5754,1150,0,0.0
167,0.0128,5011,1002,0,0.0
167,0.0221,6025,1205,0,0.0
168,0.0129,6309,1261,0,0.0
168,0.011,5754,1150,0,0.0
168,0.0298,5011,1002,0,0.0
168,0.0113,6025,1205,0,0.0
169,0.0133,6309,1261,0,0.0
169,0.0156,5754,1150,0,0.0
169,0.0213,5011,1002,0,0.0
169,0.0264,6025,1205,0,0.0
170,0.0229,6309,1261,0,0.0
170,0.0121,5754,1150,0,0.0
170,0.0251,5011,1002,0,0.0
170,0.1972,3093,221,1,0.9111
171,0.0161,6309,1261,0,0.0
171,0.2418,3386,159,1,0.8468
171,0.0298,5011,1002,0,0.0
171,0.0262,6025,1205,0,0.0
172,0.1774,3311,306,1,0.8222
172,0.0257,5754,1150,0,0.0
172,0.0204,5011,1002,0,0.0
172,0.0175,6025,1205,0,0.0
173,0.0102,6309,1261,0,0.0
173,0.0197,5754,1150,0,0.0
173,0.0259,5011,1002,0,0.0
173,0.0223,6025,1205,0,0.0
174,0.1872,2757,374,1,0.9477
174,0.0114,5754,1150,0,0.0
174,0.015,5011,1002,0,0.0
174,0.0146,6025,1205,0,0.0
175,0.0241,6309,1261,0,0.0
175,0.0156,5754,1150,0,0.0
175,0.0257,5011,1002,0,0.0
175,0.0148,6025,1205,0,0.0
176,0.0215,6309,1261,0,0.0
176,0.0158,5754,1150,0,0.0
176,0.0205,5011,1002,0,0.0
176,0.0273,6025,1205,0,0.0
177,0.0171,6309,1261,0,0.0
177,0.0294,5754,1150,0,0.0
177,0.2564,2501,292,1,0.9105
177,0.0109,6025,1205,0,0.0
178,0.0208,6309,1261,0,0.0
178,0.0109,5754,1150,0,0.0
178,0.0258,5011,1002,0,0.0
178,0.0224,6025,1205,0,0.0
179,0.0206,6309,1261,0,0.0
179,0.0279,5754,1150,0,0.0
179,0.01,5011,1002,0,0.0
179,0.0216,6025,1205,0,0.0
180,0.0138,6309,1261,0,0.0
180,0.01,5754,1150,0,0.0
180,0.0108,5011,1002,0,0.0
180,0.0295,6025,1205,0,0.0
181,0.013,6309,1261,0,0.0
181,0.0237,5754,1150,0,0.0
181,0.0114,5011,1002,0,0.0
181,0.017,6025,1205,0,0.0
182,0.0208,6309,1261,0,0.0
182,0.0215,5754,1150,0,0.0
182,0.026,5011,1002,0,0.0
182,0.0107,6025,1205,0,0.0
183,0.024,6309,1261,0,0.0
183,0.028,5754,1150,0,0.0
183,0.2414,2437,217,1,0.9255
183,0.0211,6025,1205,0,0.0
184,0.0113,6309,1261,0,0.0
184,0.0177,5754,1150,0,0.0
